Warwick	Queensland	AU	Australia/Brisbane	15380
Warrnambool	Victoria	AU	Australia/Melbourne	29176
Warragul	Victoria	AU	Australia/Melbourne	15284
Wantirna South	Victoria	AU	Australia/Melbourne	20754
Wangaratta	Victoria	AU	Australia/Melbourne	19318
Wahroonga	New South Wales	AU	Australia/Sydney	17652
Upper Coomera	Queensland	AU	Australia/Brisbane	24956
Truganina	Victoria	AU	Australia/Melbourne	36305
Traralgon	Victoria	AU	Australia/Melbourne	24605
Townsville	Queensland	AU	Australia/Brisbane	180820
Toowoomba	Queensland	AU	Australia/Brisbane	140303
Thornbury	Victoria	AU	Australia/Melbourne	19005
Thomastown	Victoria	AU	Australia/Melbourne	20234
Templestowe	Victoria	AU	Australia/Melbourne	16966
Tarneit	Victoria	AU	Australia/Melbourne	56370
Taree	New South Wales	AU	Australia/Sydney	16359
Tamworth	New South Wales	AU	Australia/Sydney	63920
Sydney	New South Wales	AU	Australia/Sydney	5231147
Surry Hills	New South Wales	AU	Australia/Sydney	16492
